Name,SKU,Price,_weight,Description,Featured,Categories,Image
Park Brake use with Advance Adapters SYE kit,,329,12,"PB1350-231HD†††††Park brake kit for NP231 with HD shaft, fits Adavance Adapters rear SYE kit 1350 series flange furnished with studs, rotor, caliper support and caliper. Some fabrication skills are required for cable attachment.",No,Brake Parts|Transmission/Transfer Case,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/914-PB1350231HD.jpg
PARK BRAKE - Advance Adapter HD rear shaft,,329,12,"PB1310-231HD†††††††† Park brake kit for NP231 with HD shaft, fits Adavance Adapters rear SYE kit 1310 series flange furnished with studs, rotor, caliper support and caliper. Some fabrication skills are required for cable attachment.",No,Brake Parts|Transmission/Transfer Case,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/913-PB1310231HD.jpg
Flange - 1410 series 32 spline,,69.95,2,"DM3051-1410†††††† 1410 FLANGE, 32 SPLINE, USE DANA/SPICER PART NUMBER 3-2-1819",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/911-DM30511410.jpg
Flange - 1350 series 32 spline,,69.95,2,"DM3051-1350†††††††† Driveline 1350 series flange can be used with CV or non-CV, is supplied with studs and can be used on any 32 spline output shaft front or rear transfer case by using the correct 2.125"" diameter (ID) seal. The flange is AISI 5140 steel and is forged, much superior to either a casting or billet.",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/909-DM30511350.jpg
Flange - 1310 series 32 spline,,69.95,2,"DM3051-1310†††††††††† Driveline 1310 series flange can be used with CV or non-CV, is supplied with studs and can be used on any 32 spline output shaft front or rear transfer case by using the correct 2.125"" diameter (ID) seal. The flange is AISI 5140 steel and is forged, much superior to either a casting or billet.",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/907-DM30511310.jpg
DAN5-806X,,42.95,3,<div>DAN5-806X††††††††††† D60 FRONT AXLE WHEEL U JOINT 1450 COLD FORGED</div>,No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/906-DAN5806X.jpg
UJOINT - Dana 30/44 cold forged,,25.95,2,"DAN5-760X†††††††††† Spicer UJOINT - Dana 30/44 cold forged, tough yet inexpensive",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/904-DAN5760X.jpg
FLANGE Dana 30/44 using Toyota driveshaft,,69.95,3,"1B-3051A††††††††† Dana 44 flange (forged 5140 materia)l Toyota driveshaft, converts high angle Toyota driveshaft to a 26 spline Dana 30/35/44/50 differential, maybe used on transfer cases with 26 spline",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/toyota-d44-flange2.jpg|http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/toyota-d44-flange1.jpg|http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/352-1PB13501.jpg
"YOKE,1310 CV 10 SPL DANA 20",,59.95,3.5,"PM2-4-4061X†††††† YOKE, 1310 CV 10 Spline, Dana early 25,44 and transfer cases 18/20",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/854-PM244061X.jpg
"YOKE,1280 SERIES 10 SPLINE NON CV",,54.95,2,"PM2-4-3291X††††††††††† YOKE,1280 Series 10 Spline NON CV - CJ V6 transfer case front - includes new shaft nut. This yoke is intended for installation that have limited room where the driveshaft is close to the transmission.",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/852-PM243291X.jpg
"YOKE,FRONT 26 SPLINE",,59.9,2,"PM2-4-2461X††††† YOKE, 26 Spline, Dana, transfer case 20/300, D27/30/44/50 Includes new pinion or shaft nut DAN30185 Ubolt Kit P/N A490 can also be ordered.",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/849-PM242461X.jpg
"Yoke, Dana 60 - 29spline - 1350 series",,54.95,2,"716293†† YOKE D60 U-BOLT 1350 SERIES +.250"", this item is designed to stop interference. Stock yokes are shallow and the ujoint touches the nut and sometimes the pinion itself.",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/847-716293.jpg
YOKE 1310 U Bolt,,54.95,2,"716291 - D60†††† YOKE D60 1310 SERIES U-BOLT +.250"" Eliminates ujoint to nut/pinion interference - stock yokes are .250"" shallower and tend to have vibration problems under load.",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/845-716291-D60.jpg
Yoke kit Dana 35 ubolt style,,69.95,3,PMD35UBK†††† Yoke kit Dana 35 ubolt style,No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/842-pmd35ubk.jpg
"YOKE,GM 14 BOLT 1350",,69.9,3,"PMCORP14††† YOKE,GM 14 BOLT 1350 UBOLT STYLE INCLUDES UBOLT KIT",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/840-PMCORP14.jpg
YOKE - 1350 NON CV 32 SPLINE,,59.95,3,"PM3-4-6211††† YOKE,1350 NON-CV 32 Spline Atlas, HD NP231 fixed, 300HD, 20HD",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/838-PM346211.jpg
"YOKE,1410 NON CV",,69.95,3,"PM3-4-10951-1†† YOKE,1410 NON CV STRAP TYPE",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/835-PM34109511.jpg
YOKE 1350 CV - 32Spline,,59.9,3,PM3-4-085†† YOKE 1350 CV - 32Spline - not a flange,No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/833-PM34085.jpg
"YOKE, CV 1330 series 32 SPLINE",,44.95,2.5,"PM2-4-5441†† Yoke, 32 spline CV 1330 series",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/831-PM245441.jpg
YOKE -32 SPLINE 1310 CV,,49.95,2,PM2-4-5341††† YOKE -32 Spline 1310 series Constant Velocity (CV),No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/828-PM245341.jpg
"YOKE,1310 CV 26 spline",,54.95,2,"PM2-4-4341†† YOKE,1310 CV 26 spline Dana/NP transfer case output",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/825-PM244341.jpg
"YOKE,32 SPLINE 1310 STD includes/ubolts",,54.9,2,"PM2-4-4191†††† YOKE, 32 Spline 1310 series standard - ubolt style, includes new nut and ubolts",No,"Driveline,Yokes,U-joints",http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/821-PM244191.jpg
"1/4"" Pipe to #6 JIC fitting",130263-1,4,0.5,"part#130263-1
 
 †fitting needed for steering box ports to connect hoses..",No,Vehicle Brands|Toyota|Steering|Toyota,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/ifs-box-drilledb-2251.jpg
Drilled And Tapped IFS Box,130019-1,429,30,"part# 130019-1
 
 Looking for a steering box for your hydro assist steering system? We now have in stock Toyota IFS steering boxes that are drilled and tapped for hydro assist steering. Two # 6 JIC fittings are installed. After tapping, each box is thoroughly flushed and fully rebuilt. 1986-1988 Style box.
 
 If you're the type that wants to tap your own box, we have the fitting you need to do it. The fitting has a male 1/4"" pipe fitting on one end and male #6 JIC fitting on the other end. Two fittings are required for each steering box conversion.",No,Vehicle Brands|Toyota|Steering|Toyota,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/ifs-box-drilledb-225.jpg
89-95 IFS Steering Box,130006-1,429,30,"part# 130006-1
 
 High quality remanufactured IFS boxes for your crossover steering. We carry both newer and older styles. For crossover steering on 79-85 trucks we recommend the early style box but you can also use the late style if you wish. Early style (left in photo) fits 86-88 Pickup and 86-89 4Runners. Late style box (right in photo) fits 89-95 Pickup and 90-95 4Runners. All boxes are completely rebuilt with new seals and bearings. Each unit is tested before shipping.",No,Steering|Toyota,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/steeringboxes-225.jpg
86-88 IFS Steering Box,130010-1,319,30,"part# 130010-1
 
 High quality remanufactured IFS boxes for your crossover steering. We carry both newer and older styles. For crossover steering on 79-85 trucks we recommend the early style box but you can also use the late style if you wish. Early style (left in photo) fits 86-88 Pickup and 86-89 4Runners. Late style box (right in photo) fits 89-95 Pickup and 90-95 4Runners. All boxes are completely rebuilt with new seals and bearings. Each unit is tested before shipping.",No,Vehicle Brands|Toyota|Steering|Toyota,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/steering-box.jpg
Taper Reamer ,130324,49,2,"part# <a name=""reamer""></a>130324
 
 †This is the perfect taper reamer for reaming out Toyota and Suzuki pitman arms for the larger, more commonly used FJ80 tie rod ends, like the ones offered in our popular high steer kits. Our taper reamer is 1:10 (1"" of taper for every 10"" of length) and is also expressed as 1.200"" TPF (1.200"" of taper for every foot of length). The reamer is made from M2 high speed steel with a 1/2"" shank diameter for drill press or mill and a 3/8"" square end for use with a tap wrench.
 
 Anyone can use this tool. You simply ream out the hole in the pitman arm until you can slide the shank of the TRE in, tighten the castle nut, and install the cotter pin. It takes just a few minutes and can be done with hand tools.",No,Tools - Specialized,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/reamer.jpg
Weld In Bung For FJ 80 End Left Hand Thread,130320,21,1,"part# 130320
 
 <a name=""steeringrodbungs""></a>Finally a weld in bung with the thread pitch of an FJ80 TRE, which is the most commonly used TRE in Toyota hi-steer kits. Once welded into your tie rod or drag link, this bung will allow you to make a custom length steering shaft in minutes.
 
 Bungs are designed to weld into 1.25"" x .25"" wall steering rods. They are precision machined from 8620 solid billet steel and are sold individually as RH or LH.",No,Vehicle Brands|Toyota|Steering|Toyota|Steering|Tie Rod Ends|Tube Adapters,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/weld-in-steering-bungs1.jpg
Weld In Bung For FJ 80 Ends Right Hand Thread,130319,21,1,"part# 130319
 
 <a name=""steeringrodbungs""></a>Finally a weld in bung with the thread pitch of an FJ80 TRE, which is the most commonly used TRE in Toyota hi-steer kits. Once welded into your tie rod or drag link, this bung will allow you to make a custom length steering shaft in minutes.
 
 Bungs are designed to weld into 1.25"" x .25"" wall steering rods. They are precision machined from 8620 solid billet steel and are sold individually as RH or LH.",No,Vehicle Brands|Toyota|Steering|Toyota|Steering|Tie Rod Ends|Tube Adapters,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/weld-in-steering-bungs.jpg
FJ 80 Rod End Left Hand Thread,130003-1,27,2,"part# 130003-1
 
 Heavy duty FJ-80 tie rod ends are ideal for Toyota crossover steering applications. These rod ends are greased for life and sealed. Includes cotter pin and jam nut.",No,Steering|Tie Rod Ends|Vehicle Brands|Toyota|Steering|Toyota,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/fj-80-ends1.jpg
FJ 80 Tie Rod End Right Hand Thread,130004-1,27,1,"part# 130004-1
 
 Heavy duty FJ-80 tie rod ends are ideal for Toyota crossover steering applications. These rod ends are greased for life and sealed. Includes cotter pin and jam nut.",No,Steering|Tie Rod Ends|Vehicle Brands|Toyota|Steering|Toyota,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/fj-80-ends.jpg
Rock Assault Steering Stops,140273-1-K,27,2,"part# 140273-1-K
 
 A good set of steering stops is critical so that your steering does not over travel and damage other steering or axle components. Our Rock Assault? steering stops are machined from solid billet so you will never have to worry about smashing or distorting them. The Rock Assault? Steeing Stops are designed for our Rock Assault? Front Axle Housing, but they will fit on any axle hosuing. Kit contains 4 steering stops. Some minor grinding may be required during installation.",No,Vehicle Brands|Toyota|Steering|Toyota,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/rock-assault-steering-stops.jpg
Toyota Drag Link For Rock Assault Housing, 140266-1,65,11,"part#††140266-1
 
 Our heavy duty drag links. Made from 1.25"" x .250"" wall DOM tubing. Precision tapped. Left side thread mark. Powder coat black finish. Fits 79-95 Pickup/4Runner with crossover steering. Drag link length is 33.5"".
 
 When installing a Rock Assault? Front Axle Housing and using a hi steer kit, a longer drag link and tie rod will be required to compensate for the axle housing being 3"" longer then a stock housing. If you already have a hi steer kit you can simply purchase the longer drag link and tie rod, but if you are buying the Rock Assault? Front Axle Housing and the Rock Assault? High Steer Kit at the same time you can purchase them altogether",No,Steering|Tie Rod Ends|Tie Rod End Kits|Vehicle Brands|Toyota|Steering|Toyota,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/tie-rods3.jpg
